Details of Films,,,,,,,,,,Ownership Details,,,,,,Exploitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,,Satellite TV History,,,,,,,DTH VOD,,,,,,,Terrestrial TV,,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,,AVOD,,,,,,,,,,,,,,FVOD,,,,,,
Production No,Movie Name,Cast Details,Director,Production House,Language,Release Year,YT Trailer Link,Certification,Color/B/W,Jointly Owned,Jointly Owned by,Revenue Share,Joint Buy Back date,Remarks,Actionables,Platform/License,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category, Nature Of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks ,Platform - Viacom 18,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Prime Videos,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hotstar,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hoichoi,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hungama,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Youtube,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks
58,Goynar Baksho (Telegu),"Moushumi Chatterjee, Konkona Sen Sharma, Paran Bondhopadhyay, Saswata Chatterjee, Srabanti Chatterjee",Aparna Sen,SVF,Telegu,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
138,Gumnami ,"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Bengali,2-Oct-19,https://www.youtube.com/watch?v=aF6m7TrpBJQ&t=8s,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,24-Dec-24,23-Dec-30,World,,Star,Star BB,Exclusive,22-Jan-20,21-Jan-25,World,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,24-Dec-24,23-Dec-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,TBC,TBC,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
138,Gumnami (Assamese),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Assamese,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
138,Gumnami (Bhojpuri),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Bhojpuri,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
138,Gumnami (Hindi),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Hindi,18-Oct-19,https://www.youtube.com/watch?v=6aqz8wS9J2Y&ab_channel=SVF,U,,No,,,,Agreement between SVF and Hoichoi to be executed,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
138,Gumnami (Odiya),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
138,Gumnami (Tamil),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Tamil,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
138,Gumnami (Telegu),"Prosenjit Chatterjee, Anirban Bhattacharya",Srijit Mukherji,SVF,Telegu,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
117,Guptodhoner Sandhane,"Abir Chatterjee, Arjun Chakraborty, Esha",Dhrubo Banerjee,SVF,Bengali,27-Apr-18,https://www.youtube.com/watch?v=4gs4H_13uzc,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,11-Jul-24,10-Jul-30,World,,Star,Star BB,Exclusive,16-Aug-18,15-Aug-23,World,2‑month holdback from first telecast,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,11-Jul-24,10-Jul-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,11-Jul-19,10-Jul-24,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
93,Har Har Byomkesh,"Abir Chatterjee, Sohini Sarkar, Ritwick, Nusrat Jahan",Arindam Sil,SVF,Bengali,18-Dec-15,https://www.youtube.com/watch?v=KbiLamkhn7w&ab_channel=SVF,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
102,Haripada Bandwala,"Ankush Hazra, Nusrat Jahan",Prathikrit Basu,SVF,Bengali,23-Dec-16,https://www.youtube.com/watch?v=gTY8dFM8s2s,U/A,,No,,,,,,STAR,Star BB,Exclusive,9-Apr-22,8-Apr-27,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,9-Apr-22,8-Apr-27,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
102,Haripada Bandwala  (Oriya),"Ankush Hazra, Nusrat Jahan",Prathikrit Basu,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
53,Hemlock Society,"Parambrata Chatterjee, Koel Mallick, Rupa Ganguly",Srijit Mukherji,SVF,Bengali,22-Jun-12,https://youtu.be/G_EXx5detmY?si=ALC6Yljz7JXOYLQc,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
23,I Love You,"Dev, Payel Sarkar, Paoli Dam, Tapas Paul",Ravi Kinagi,SVF- Prop,Bengali,29-Sep-06,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
36,Iti Mrinalini,"Konkona Sen Sharma, Aparna Sen, Rajat Kapoor",Aparna Sen,SVF,Bengali,29-Jul-11,https://youtu.be/qd3gyUI4gsA?si=mhZXbHpGF8J_mMZg,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
32,Jackpot,"Koel Mallick, Hiran Chatterjee, Rahul Banerjee, Sohini Paul",Kaushik Ganguly,SVF- Prop,Bengali,6-Mar-09,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,7-Apr-18,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
89,Jamai 420,"Soham Chakraborty, Mimi Chakraborty, Hiran Chatterjee, Nusrat Jahan, Ankush Hazra, Payel Sarkar",Ravi Kinagi,SVF,Bengali,22-May-15,N/A,V/UA,,No,,,,,,STAR,Star BB,Exclusive,18-Sep-20,17-Sep-25,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,18-Sep-20,17-Sep-25,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
89,Jamai 420  (Oriya),"Soham Chakraborty, Mimi Chakraborty, Hiran Chatterjee, Nusrat Jahan, Ankush Hazra, Payel Sarkar",Ravi Kinagi,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
77,Joddha (2014),"Dev, Mimi Chakraborty",Raj Chakraborty,SVF ,Bengali,1-Oct-14,https://www.youtube.com/watch?v=cTyYYIsR0x0,U/A,,No,,,,,,STAR,Star BB,Exclusive,1-Oct-20,30-Sep-25,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Oct-20,30-Sep-25,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
41,Josh,"Jeet, Srabanti Chatterjee",Ravi Kinagi,SVF,Bengali,30-Jul-10,N/A,V/UA,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
41,Josh  (Oriya),"Jeet, Srabanti Chatterjee",Ravi Kinagi,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
161,Kabuliwala,"Mithun Chakraborty, Abir Chatterjee, Anumegha Kahali, Sohini Sarkar",Suman Ghosh,"SVF ,  Jio Studios",Bengali,22-Dec-23,https://www.youtube.com/watch?v=fSIl39TGvFs,U,,Yes,Jio Studios,50-50,11-Apr-28,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,16-May-25,15-May-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
167,Kakababu - Bijjoynagar er Heeray,"Prosenjit Chatterjee, Aryann Bhowmick, Rajnandini Paul",Chandrasish Roy,SVF,Bengali,Yet to be released,Yet to be released,Yet to be released,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
145,Kakababu'r Protyaborton,"Prosenjit Chatterjee, Aryann Bhowmick",Srijit Mukherji,SVF,Bengali,4-Feb-22,https://www.youtube.com/watch?v=1Pj-bwtO2-4 ,U,,No,,,,,,STAR,Star BB,Exclusive,25-Mar-22,24-Mar-27,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,25-Mar-22,24-Mar-24,World,Terrestrial Right (Until first telecast of respective licensed films on channels),Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,27-May-22,26-May-27,World,,Yes,N/A,Non-Exclusive,8-Apr-22,7-Apr-27,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
145,Kakababu'r Protyaborton (Hindi),"Prosenjit Chatterjee, Aryann Bhowmick",Srijit Mukherji,SVF,Hindi,4-Feb-22,https://www.youtube.com/watch?v=yKJCUwOnMnY ,U,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
152,Karnasubarner Guptodhan,"Abir Chatterjee, Arjun Chakraborty, Isha Saha",Dhrubo Banerjee,SVF,Bengali,30-Sep-22,https://www.youtube.com/watch?v=po8pDIsA7rs,U,,No,,,,,,STAR,Star BB,Exclusive,15-Apr-23,Perpetual,World,Terrestrial Right (Until first telecast of respective licensed films on channels),N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,15-Apr-23,14-Apr-30,World,,Yes,N/A,Non-Exclusive,16-Dec-22,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
136,Ke Tumi Nandini,"Bonny Sengupta, Rudranil Ghosh, Aparajita Adhya",Pathikrit Basu,SVF,Bengali,26-Apr-19,https://www.youtube.com/watch?v=HcXPFYMFq2g,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,16-Aug-24,15-Aug-30,World,,Star,Star BB,Exclusive,16-Aug-19,15-Aug-24,World,2‑month holdback from first telecast,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,16-Aug-24,15-Aug-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,16-Aug-19,15-Aug-24,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
99,Kelor Kirti,"Dev, Ankush Hazra, Jisshu Sengupta",Raja Chanda,SVF,Bengali,6-Jul-16,https://www.youtube.com/watch?v=8mqFj8qlwL8,U,,No,,,,,,STAR,Star BB,Exclusive,23-Oct-21,22-Oct-26,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,23-Oct-21,22-Oct-26,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
99,Kelor Kirti (Oriya),"Dev, Ankush Hazra, Jisshu Sengupta",Raja Chanda,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
79,Khaad,"Pallavi Chatterjee, Ardhendu Banerjee, Lily Chakraborty",Kaushik Ganguly,SVF,Bengali,7-Nov-14,https://www.youtube.com/watch?v=W-LjNMjmKG4&t=14s,V/UA,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
